OD / in,OD / mm,Order Num,Length / in,Length / mm,Rate / lbs per in,Rate / N per mm,Initial Tension / lbs,Initial Tension / N,Sugg. Max. Defl. / in,Sugg. Max. Defl. / mm,Sugg. Max. Load / lbs,Sugg. Max. Load / N,Wire Dia. / in,Wire Dia. / mm,MAT'L,FNSH
0.240,6.10,80255S,1.38,34.9,.64,.11,.2,.7,2.2,56,1.6,7.0,0.022,0.56,SST,N
0.240,6.10,80269,1.38,34.9,1.8,.31,.4,2,1.9,47,3.6,16,0.026,0.66,MW,N
0.240,6.10,80269S,1.38,34.9,1.5,.26,.3,1,1.5,37,2.5,11,0.026,0.66,SST,N
0.240,6.10,80287,1.38,34.9,3.1,.54,.5,2,1.5,37,5.0,22,0.029,0.74,MW,N
0.240,6.10,80287S,1.38,34.9,2.6,.46,.4,2,1.1,29,3.4,15,0.029,0.74,SST,N
0.240,6.10,80305,1.38,34.9,4.6,.80,.6,3,1.2,31,6.1,27,0.031,0.79,MW,N
0.240,6.10,80305S,1.38,34.9,3.9,.68,.5,2,.94,24,4.1,18,0.031,0.79,SST,N
0.240,6.10,80323,1.38,34.9,7.3,1.3,.8,3,.99,25,7.9,35,0.034,0.86,MW,N
0.240,6.10,80323S,1.38,34.9,6.2,1.1,.6,3,.77,20,5.4,24,0.034,0.86,SST,N
0.240,6.10,80341,1.38,34.9,12,2.0,.9,4,.73,19,9.4,42,0.037,0.94,MW,N
0.240,6.10,80341S,1.38,34.9,9.9,1.7,.8,3,.57,15,6.5,29,0.037,0.94,SST,N
0.240,6.10,80360,1.38,34.9,20,3.5,1,5,.57,14,13,56,0.041,1.04,MW,N
0.240,6.10,80360S,1.38,34.9,17,3.0,.9,4,.45,11,8.6,38,0.041,1.04,SST,N
0.240,6.10,80243,1.50,38.1,.21,.04,.1,.5,5.7,144,1.3,5.8,0.018,0.46,MW,N
0.240,6.10,80243S,1.50,38.1,.18,.03,.09,.4,4.4,112,.88,3.9,0.018,0.46,SST,N
0.240,6.10,80256,1.50,38.1,.65,.11,.2,.9,3.3,83,2.3,10,0.022,0.56,MW,N
0.240,6.10,80256S,1.50,38.1,.55,.10,.2,.7,2.5,64,1.6,7.0,0.022,0.56,SST,N
0.240,6.10,80270,1.50,38.1,1.6,.27,.4,2,2.1,54,3.6,16,0.026,0.66,MW,N
0.240,6.10,80270S,1.50,38.1,1.3,.23,.3,1,1.6,42,2.5,11,0.026,0.66,SST,N
0.240,6.10,80288,1.50,38.1,2.7,.48,.5,2,1.7,42,5.0,22,0.029,0.74,MW,N
0.240,6.10,80288S,1.50,38.1,2.3,.41,.4,2,1.3,33,3.4,15,0.029,0.74,SST,N
0.240,6.10,80306,1.50,38.1,4.0,.70,.6,3,1.4,35,6.1,27,0.031,0.79,MW,N
0.240,6.10,80306S,1.50,38.1,3.4,.60,.5,2,1.1,27,4.1,18,0.031,0.79,SST,N
0.240,6.10,80324,1.50,38.1,6.5,1.1,.8,3,1.1,28,7.9,35,0.034,0.86,MW,N
0.240,6.10,80324S,1.50,38.1,5.5,.97,.6,3,.86,22,5.4,24,0.034,0.86,SST,N
0.240,6.10,80342,1.50,38.1,10,1.8,.9,4,.82,21,9.4,42,0.037,0.94,MW,N
0.240,6.10,80342S,1.50,38.1,8.9,1.6,.8,3,.64,16,6.5,29,0.037,0.94,SST,N
0.240,6.10,80361,1.50,38.1,18,3.1,1,5,.64,16,13,56,0.041,1.04,MW,N
0.240,6.10,80361S,1.50,38.1,15,2.7,.9,4,.50,13,8.6,38,0.041,1.04,SST,N
0.240,6.10,80244,1.75,44.5,.17,.03,.1,.4,7.0,178,1.3,5.7,0.018,0.46,MW,N
0.240,6.10,80244S,1.75,44.5,.14,.03,.09,.4,5.4,138,.87,3.9,0.018,0.46,SST,N
0.240,6.10,80257,1.75,44.5,.55,.10,.2,.9,3.9,98,2.3,10,0.022,0.56,MW,N
0.240,6.10,80257S,1.75,44.5,.47,.08,.2,.7,3.0,76,1.6,7.0,0.022,0.56,SST,N
0.240,6.10,80271,1.75,44.5,1.3,.22,.4,2,2.6,66,3.6,16,0.026,0.66,MW,N
0.240,6.10,80271S,1.75,44.5,1.1,.19,.3,1,2.0,52,2.5,11,0.026,0.66,SST,N
0.240,6.10,80289,1.75,44.5,2.3,.39,.5,2,2.0,51,5.0,22,0.029,0.74,MW,N
0.240,6.10,80289S,1.75,44.5,1.9,.33,.4,2,1.6,40,3.4,15,0.029,0.74,SST,N
0.240,6.10,80307,1.75,44.5,3.2,.56,.6,3,1.7,43,6.1,27,0.031,0.79,MW,N
0.240,6.10,80307S,1.75,44.5,2.7,.48,.5,2,1.3,34,4.1,18,0.031,0.79,SST,N
0.240,6.10,80325,1.75,44.5,5.3,.92,.8,3,1.4,35,7.9,35,0.034,0.86,MW,N
0.240,6.10,80325S,1.75,44.5,4.5,.78,.6,3,1.1,27,5.4,24,0.034,0.86,SST,N
0.240,6.10,80343,1.75,44.5,8.5,1.5,.9,4,1.0,26,9.4,42,0.037,0.94,MW,N
0.240,6.10,80343S,1.75,44.5,7.2,1.3,.8,3,.79,20,6.5,29,0.037,0.94,SST,N
0.240,6.10,80362,1.75,44.5,15,2.6,1,5,.78,20,13,56,0.041,1.04,MW,N
0.240,6.10,80362S,1.75,44.5,12,2.2,.9,4,.62,16,8.6,38,0.041,1.04,SST,N
0.240,6.10,80245,2.00,50.8,.18,.03,.1,.5,6.8,173,1.3,5.8,0.018,0.46,MW,N
0.240,6.10,80245S,2.00,50.8,.15,.03,.09,.4,5.3,134,.88,3.9,0.018,0.46,SST,N
0.240,6.10,80258,2.00,50.8,.45,.08,.2,.9,4.7,120,2.3,10,0.022,0.56,MW,N
0.240,6.10,80258S,2.00,50.8,.38,.07,.2,.7,3.7,93,1.6,7.0,0.022,0.56,SST,N
0.240,6.10,80272,2.00,50.8,1.1,.18,.4,2,3.1,79,3.6,16,0.026,0.66,MW,N
0.240,6.10,80272S,2.00,50.8,.89,.16,.3,1,2.4,62,2.5,11,0.026,0.66,SST,N
0.240,6.10,80290,2.00,50.8,1.9,.33,.5,2,2.4,60,5.0,22,0.029,0.74,MW,N
0.240,6.10,80290S,2.00,50.8,1.6,.28,.4,2,1.8,47,3.4,15,0.029,0.74,SST,N
0.240,6.10,80308,2.00,50.8,2.8,.48,.6,3,2.0,51,6.1,27,0.031,0.79,MW,N
0.240,6.10,80308S,2.00,50.8,2.3,.41,.5,2,1.6,39,4.1,18,0.031,0.79,SST,N
0.240,6.10,80326,2.00,50.8,4.5,.78,.8,3,1.6,41,7.9,35,0.034,0.86,MW,N
0.240,6.10,80326S,2.00,50.8,3.8,.66,.6,3,1.3,32,5.4,24,0.034,0.86,SST,N
0.240,6.10,80344,2.00,50.8,7.2,1.3,.9,4,1.2,30,9.4,42,0.037,0.94,MW,N
0.240,6.10,80344S,2.00,50.8,6.1,1.1,.8,3,.94,24,6.5,29,0.037,0.94,SST,N
0.240,6.10,80363,2.00,50.8,12,2.2,1,5,.93,24,13,56,0.041,1.04,MW,N
0.240,6.10,80363S,2.00,50.8,11,1.8,.9,4,.73,18,8.6,38,0.041,1.04,SST,N
0.240,6.10,80246,2.25,57.2,.13,.02,.1,.4,9.2,233,1.3,5.7,0.018,0.46,MW,N
0.240,6.10,80246S,2.25,57.2,.11,.02,.09,.4,7.1,181,.87,3.9,0.018,0.46,SST,N
0.240,6.10,80259,2.25,57.2,.38,.07,.2,.9,5.6,142,2.3,10,0.022,0.56,MW,N
0.240,6.10,80259S,2.25,57.2,.32,.06,.2,.7,4.3,110,1.6,7.0,0.022,0.56,SST,N
0.240,6.10,80273,2.25,57.2,.93,.16,.4,2,3.5,89,3.6,16,0.026,0.66,MW,N
0.240,6.10,80273S,2.25,57.2,.79,.14,.3,1,2.7,70,2.5,11,0.026,0.66,SST,N
0.240,6.10,80291,2.25,57.2,1.7,.29,.5,2,2.7,69,5.0,22,0.029,0.74,MW,N
0.240,6.10,80291S,2.25,57.2,1.4,.25,.4,2,2.1,54,3.4,15,0.029,0.74,SST,N
0.240,6.10,80309,2.25,57.2,2.4,.41,.6,3,2.3,59,6.1,27,0.031,0.79,MW,N
0.240,6.10,80309S,2.25,57.2,2.0,.35,.5,2,1.8,46,4.1,18,0.031,0.79,SST,N
0.240,6.10,80327,2.25,57.2,3.9,.67,.8,3,1.9,47,7.9,35,0.034,0.86,MW,N
0.240,6.10,80327S,2.25,57.2,3.3,.57,.6,3,1.5,37,5.4,24,0.034,0.86,SST,N
0.240,6.10,80345,2.25,57.2,6.2,1.1,1.9,8.46,1.4,35,9.4,42,0.037,0.94,MW,N
0.240,6.10,80345S,2.25,57.2,5.2,.92,1.8,8,1.1,28,6.5,29,0.037,0.94,SST,N
0.240,6.10,80364,2.25,57.2,11,1.9,1,5,1.1,27,13,56,0.041,1.04,MW,N
0.240,6.10,80364S,2.25,57.2,9.1,1.6,.9,4,.84,21,8.6,38,0.041,1.04,SST,N
0.240,6.10,80247,2.50,63.5,.11,.02,.1,.5,11,288,1.3,5.8,0.018,0.46,MW,N
0.240,6.10,80247S,2.50,63.5,.09,.02,.09,.4,8.8,224,.88,3.9,0.018,0.46,SST,N
0.240,6.10,80260,2.50,63.5,.31,.05,.2,.9,6.9,174,2.3,10,0.022,0.56,MW,N
0.240,6.10,80260S,2.50,63.5,.26,.05,.2,.7,5.3,135,1.6,7.0,0.022,0.56,SST,N
0.240,6.10,80274,2.50,63.5,.78,.14,.4,2,4.2,106,3.6,16,0.026,0.66,MW,N
0.240,6.10,80274S,2.50,63.5,.66,.12,.3,1,3.3,83,2.5,11,0.026,0.66,SST,N
0.240,6.10,80292,2.50,63.5,1.4,.25,.5,2,3.1,80,5.0,22,0.029,0.74,MW,N
0.240,6.10,80292S,2.50,63.5,1.2,.21,.4,2,2.4,62,3.4,15,0.029,0.74,SST,N
0.240,6.10,80310,2.50,63.5,2.1,.37,.6,3,2.6,66,6.1,27,0.031,0.79,MW,N
0.240,6.10,80310S,2.50,63.5,1.8,.31,.5,2,2.0,52,4.1,18,0.031,0.79,SST,N
0.240,6.10,80328,2.50,63.5,3.4,.60,.8,3,2.1,53,7.9,35,0.034,0.86,MW,N
0.240,6.10,80328S,2.50,63.5,2.9,.51,.6,3,1.6,42,5.4,24,0.034,0.86,SST,N
0.240,6.10,80346,2.50,63.5,5.5,.95,.9,4,1.6,40,9.4,42,0.037,0.94,MW,N
0.240,6.10,80346S,2.50,63.5,4.6,.81,.8,3,1.2,31,6.5,29,0.037,0.94,SST,N
0.240,6.10,80365,2.50,63.5,9.5,1.7,1,5,1.2,31,13,56,0.041,1.04,MW,N
0.240,6.10,80365S,2.50,63.5,8.0,1.4,.9,4,.95,24,8.6,38,0.041,1.04,SST,N
0.240,6.10,80248,2.75,69.9,.10,.02,.1,.5,12,303,1.3,5.8,0.018,0.46,MW,N
0.240,6.10,80248S,2.75,69.9,.09,.01,.09,.4,9.2,235,.88,3.9,0.018,0.46,SST,N
0.240,6.10,80261,2.75,69.9,.29,.05,.2,.9,7.3,186,2.3,10,0.022,0.56,MW,N
0.240,6.10,80261S,2.75,69.9,.25,.04,.2,.7,5.7,144,1.6,7.0,0.022,0.56,SST,N
0.240,6.10,80275,2.75,69.9,.74,.13,.4,2,4.4,112,3.6,16,0.026,0.66,MW,N
0.240,6.10,80275S,2.75,69.9,.63,.11,.3,1,3.4,88,2.5,11,0.026,0.66,SST,N
0.240,6.10,80293,2.75,69.9,1.3,.23,.5,2,3.4,87,5.0,22,0.029,0.74,MW,N
0.240,6.10,80293S,2.75,69.9,1.1,.19,.4,2,2.7,68,3.4,15,0.029,0.74,SST,N
0.240,6.10,80311,2.75,69.9,1.8,.32,.6,3,3.0,76,6.1,27,0.031,0.79,MW,N
0.240,6.10,80311S,2.75,69.9,1.6,.27,.5,2,2.3,59,4.1,18,0.031,0.79,SST,N
0.240,6.10,80329,2.75,69.9,3.0,.53,.8,3,2.4,60,7.9,35,0.034,0.86,MW,N
0.240,6.10,80329S,2.75,69.9,2.6,.45,.6,3,1.8,47,5.4,24,0.034,0.86,SST,N
0.240,6.10,80347,2.75,69.9,4.9,.86,.9,4,1.7,44,9.4,42,0.037,0.94,MW,N
0.240,6.10,80347S,2.75,69.9,4.2,.73,.8,3,1.4,35,6.5,29,0.037,0.94,SST,N
0.240,6.10,80366,2.75,69.9,8.5,1.5,1,5,1.4,34,13,56,0.041,1.04,MW,N
0.240,6.10,80366S,2.75,69.9,7.2,1.3,.9,4,1.1,27,8.6,38,0.041,1.04,SST,N
0.240,6.10,80276,3.00,76.2,.65,.11,.4,2,5.0,128,3.6,16,0.026,0.66,MW,N
0.240,6.10,80276S,3.00,76.2,.55,.10,.3,1,3.9,100,2.5,11,0.026,0.66,SST,N
0.240,6.10,80294,3.00,76.2,1.2,.20,.5,2,3.9,99,5.0,22,0.029,0.74,MW,N
0.240,6.10,80294S,3.00,76.2,.98,.17,.4,2,3.1,78,3.4,15,0.029,0.74,SST,N
0.240,6.10,80312,3.00,76.2,1.6,.29,.6,3,3.3,85,6.1,27,0.031,0.79,MW,N
0.240,6.10,80312S,3.00,76.2,1.4,.24,.5,2,2.6,66,4.1,18,0.031,0.79,SST,N
0.240,6.10,80330,3.00,76.2,2.8,.48,.8,3,2.6,66,7.9,35,0.034,0.86,MW,N
0.240,6.10,80330S,3.00,76.2,2.3,.41,.6,3,2.0,52,5.4,24,0.034,0.86,SST,N
0.240,6.10,80348,3.00,76.2,4.4,.77,.9,4,1.9,49,9.4,42,0.037,0.94,MW,N
0.240,6.10,80348S,3.00,76.2,3.7,.65,.8,3,1.5,39,6.5,29,0.037,0.94,SST,N
0.240,6.10,80367,3.00,76.2,7.7,1.3,1,5,1.5,38,13,56,0.041,1.04,MW,N
0.240,6.10,80367S,3.00,76.2,6.5,1.1,.9,4,1.2,30,8.6,38,0.041,1.04,SST,N
0.240,6.10,80349,3.25,82.6,4.0,.70,.9,4,2.1,55,9.4,42,0.037,0.94,MW,N
0.240,6.10,80349S,3.25,82.6,3.4,.59,.8,3,1.7,43,6.5,29,0.037,0.94,SST,N
0.240,6.10,80277,3.50,88.9,.60,.11,.3,1,5.4,138,3.6,16,0.026,0.66,MW,N
0.240,6.10,80277S,3.50,88.9,.51,.09,.3,1,4.2,108,2.4,11,0.026,0.66,SST,N
0.240,6.10,80295,3.50,88.9,1.0,.18,.4,2,4.5,114,4.9,22,0.029,0.74,MW,N
0.240,6.10,80295S,3.50,88.9,.85,.15,.3,2,3.5,89,3.3,15,0.029,0.74,SST,N
0.240,6.10,80313,3.50,88.9,1.5,.26,.5,2,3.6,93,6.0,27,0.031,0.79,MW,N
0.240,6.10,80313S,3.50,88.9,1.3,.22,.4,2,2.8,72,4.1,18,0.031,0.79,SST,N
0.240,6.10,80331,3.50,88.9,2.4,.42,.7,3,3.0,76,7.8,35,0.034,0.86,MW,N
0.240,6.10,80331S,3.50,88.9,2.0,.36,.6,2,2.3,59,5.3,24,0.034,0.86,SST,N
0.240,6.10,80350,3.50,88.9,3.6,.63,.9,4,2.4,60,9.4,42,0.037,0.94,MW,N
0.240,6.10,80350S,3.50,88.9,3.1,.54,.8,3,1.9,47,6.5,29,0.037,0.94,SST,N
0.240,6.10,80368,3.50,88.9,6.5,1.1,1,5,1.8,45,13,56,0.041,1.04,MW,N
0.240,6.10,80368S,3.50,88.9,5.5,.96,.9,4,1.4,36,8.6,38,0.041,1.04,SST,N
0.240,6.10,80278,4.00,101.6,.50,.09,.3,1,6.5,166,3.6,16,0.026,0.66,MW,N
0.240,6.10,80278S,4.00,101.6,.43,.07,.3,1,5.1,130,2.4,11,0.026,0.66,SST,N
0.240,6.10,80296,4.00,101.6,.90,.16,.4,2,5.0,127,4.9,22,0.029,0.74,MW,N
0.240,6.10,80296S,4.00,101.6,.77,.13,.3,2,3.9,99,3.3,15,0.029,0.74,SST,N
0.240,6.10,80314,4.00,101.6,1.3,.23,.5,2,4.2,107,6.0,27,0.031,0.79,MW,N
0.240,6.10,80314S,4.00,101.6,1.1,.19,.4,2,3.3,83,4.1,18,0.031,0.79,SST,N
0.240,6.10,80332,4.00,101.6,2.1,.37,.7,3,3.4,87,7.8,35,0.034,0.86,MW,N
0.240,6.10,80332S,4.00,101.6,1.8,.31,.6,2,2.7,68,5.3,24,0.034,0.86,SST,N
0.240,6.10,80351,4.00,101.6,3.3,.58,.8,4,2.6,66,9.3,42,0.037,0.94,MW,N
0.240,6.10,80351S,4.00,101.6,2.8,.49,.7,3,2.0,52,6.4,28,0.037,0.94,SST,N
0.240,6.10,80369,4.00,101.6,5.9,1.0,1,5,1.9,49,13,56,0.041,1.04,MW,N
0.240,6.10,80369S,4.00,101.6,5.0,.88,.9,4,1.5,39,8.6,38,0.041,1.04,SST,N
0.240,6.10,80279,4.50,114.3,.40,.07,.3,1,8.2,208,3.6,16,0.026,0.66,MW,N
0.240,6.10,80279S,4.50,114.3,.34,.06,.3,1,6.4,162,2.4,11,0.026,0.66,SST,N
0.240,6.10,80297,4.50,114.3,.80,.14,.4,2,5.6,143,4.9,22,0.029,0.74,MW,N
0.240,6.10,80297S,4.50,114.3,.68,.12,.3,2,4.4,112,3.3,15,0.029,0.74,SST,N
0.240,6.10,80315,4.50,114.3,1.1,.19,.5,2,5.0,126,6.0,27,0.031,0.79,MW,N
0.240,6.10,80315S,4.50,114.3,.94,.16,.4,2,3.9,99,4.1,18,0.031,0.79,SST,N
0.240,6.10,80333,4.50,114.3,1.8,.32,.7,3,4.0,101,7.8,35,0.034,0.86,MW,N
0.240,6.10,80333S,4.50,114.3,1.5,.27,.6,2,3.1,79,5.3,24,0.034,0.86,SST,N
0.240,6.10,80352,4.50,114.3,2.9,.51,.8,4,2.9,75,9.3,42,0.037,0.94,MW,N
0.240,6.10,80352S,4.50,114.3,2.5,.43,.7,3,2.3,59,6.4,28,0.037,0.94,SST,N
0.240,6.10,80370,4.50,114.3,5.1,.89,1,5,2.3,57,13,56,0.041,1.04,MW,N
0.240,6.10,80370S,4.50,114.3,4.3,.76,.9,4,1.8,45,8.6,38,0.041,1.04,SST,N
0.240,6.10,80280,5.00,127.0,.40,.07,.3,1,8.2,208,3.6,16,0.026,0.66,MW,N
0.240,6.10,80280S,5.00,127.0,.34,.06,.3,1,6.4,162,2.4,11,0.026,0.66,SST,N
0.240,6.10,80298,5.00,127.0,.70,.12,.4,2,6.4,163,4.9,22,0.029,0.74,MW,N
0.240,6.10,80298S,5.00,127.0,.60,.10,.3,2,5.0,127,3.3,15,0.029,0.74,SST,N
0.240,6.10,80316,5.00,127.0,1.0,.18,.5,2,5.5,139,6.0,27,0.031,0.79,MW,N
0.240,6.10,80316S,5.00,127.0,.85,.15,.4,2,4.3,108,4.1,18,0.031,0.79,SST,N
0.240,6.10,80334,5.00,127.0,1.6,.28,.7,3,4.5,114,7.8,35,0.034,0.86,MW,N
0.240,6.10,80334S,5.00,127.0,1.4,.24,.6,2,3.5,89,5.3,24,0.034,0.86,SST,N
0.240,6.10,80353,5.00,127.0,2.6,.46,.8,4,3.3,83,9.3,42,0.037,0.94,MW,N
0.240,6.10,80353S,5.00,127.0,2.2,.39,.7,3,2.6,66,6.4,28,0.037,0.94,SST,N
0.240,6.10,80371,5.00,127.0,4.6,.81,1,5,2.5,63,13,56,0.041,1.04,MW,N
0.240,6.10,80371S,5.00,127.0,3.9,.68,.9,4,2.0,50,8.6,38,0.041,1.04,SST,N
0.250,6.35,A11-4,.66,16.7,.39,.07,.04,.2,1.7,44,.71,3.2,0.015,0.38,MW,N
0.250,6.35,5411,.69,17.4,3.3,.58,.3,1,.63,16,2.3,10,0.022,0.56,MW,N
0.250,6.35,5390,.69,17.4,3.3,.58,.3,1,.80,20,2.9,13,0.024,0.61,MW,Z
0.250,6.35,M-19,.69,17.4,3.0,.52,.3,1,.63,16,2.1,9.5,0.025,0.64,SST,N
0.250,6.35,468,.69,17.4,6.5,1.1,.6,3,.67,17,4.9,22,0.029,0.74,MW,Z
0.250,6.35,5419,.69,17.4,16,2.8,.8,3,.33,8.5,6.0,27,0.031,0.79,MW,N
0.250,6.35,S-611,.69,17.4,12,2.1,.8,4,.33,8.3,4.7,21,0.032,0.81,SST,N
0.250,6.35,O-11,.69,17.4,24,4.2,1,5,.21,5.2,6.0,27,0.034,0.86,SPR,Z
0.250,6.35,ZZ1-1,.72,18.2,1.1,.18,.1,.5,1.5,38,1.7,7.5,0.020,0.51,MW,Z
0.250,6.35,5394,.72,18.2,1.6,.28,.1,.6,1.1,29,2.0,8.7,0.021,0.53,MW,N
0.250,6.35,546,.73,18.6,1.5,.26,.1,.5,1.0,26,1.7,7.5,0.020,0.51,MW,Z
0.250,6.35,B7-60,.75,19.1,3.9,.68,2,7,.54,14,3.6,16,0.026,0.66,SST,N
0.250,6.35,ZZ4-32,.75,19.1,11,1.9,.8,3,.48,12,6.0,27,0.031,0.79,MW,N
0.250,6.35,5235,.78,19.8,8.9,1.6,.7,3,.54,14,5.4,24,0.030,0.76,MW,Z
0.250,6.35,455,.80,20.2,6.8,1.2,.7,3,.70,18,5.4,24,0.030,0.76,MW,Z
0.250,6.35,5359,.81,20.6,1.1,.19,.1,.5,1.4,37,1.7,7.5,0.020,0.51,MW,Z
0.250,6.35,5286,.84,21.4,7.4,1.3,.6,3,.59,15,4.9,22,0.029,0.74,MW,Z
0.250,6.35,421,.88,22.2,.82,.14,.1,.5,1.9,48,1.7,7.5,0.020,0.51,MW,Z
0.250,6.35,M-74,.88,22.2,1.6,.28,.2,.8,1.3,33,2.3,10,0.022,0.56,MW,N
0.250,6.35,5248,.88,22.2,3.1,.54,.4,2,1.0,26,3.5,16,0.026,0.66,MW,Z
0.250,6.35,ZZ4-24,.88,22.2,6.5,1.1,.8,3,.81,21,6.0,27,0.031,0.79,MW,Z
0.250,6.35,5448,.88,22.2,12,2.1,.9,4,.48,12,6.6,30,0.032,0.81,MW,Z
0.250,6.35,ZZ1-21,.91,23.0,8.4,1.5,.8,4,.45,12,4.7,21,0.032,0.81,SST,N
0.250,6.35,5237,.94,23.8,.73,.13,.1,.5,2.2,55,1.7,7.5,0.020,0.51,MW,Z
0.250,6.35,M-48,.94,23.8,2.3,.40,.3,1,1.2,31,3.1,14,0.025,0.64,MW,N
0.250,6.35,ZZ3-26,.97,24.6,2.2,.39,.3,2,.94,24,2.4,11,0.026,0.66,SST,N
0.250,6.35,5644,.97,24.6,2.8,.49,.4,2,1.2,32,3.9,17,0.027,0.69,MW,Z
0.250,6.35,5480,.97,24.6,7.7,1.3,.8,3,.69,17,6.0,27,0.031,0.79,MW,Z
0.250,6.35,M-4,.97,24.6,56,9.7,5,22,.21,5.3,16,73,0.048,1.22,SST,N
0.250,6.35,B3-66,.97,24.6,15,2.6,2,7,.56,14,9.9,44,0.037,0.94,MW,N
0.250,6.35,5251,.98,25.0,5.6,.98,.7,3,.85,22,5.4,24,0.030,0.76,MW,Z
0.250,6.35,5509,1.00,25.4,.83,.15,.1,.6,2.2,55,2.0,8.7,0.021,0.53,MW,Z
0.250,6.35,5261,1.00,25.4,1.4,.25,.3,1,1.9,48,2.9,13,0.024,0.61,MW,Z
0.250,6.35,B6-18,1.00,25.4,1.5,.26,.3,1,1.2,31,2.1,9.5,0.025,0.64,SST,N
0.250,6.35,6046,1.00,25.4,2.5,.44,.4,2,1.2,31,3.5,16,0.026,0.66,MW,Z
0.250,6.35,6058,1.00,25.4,2.5,.44,.4,2,1.2,31,3.5,16,0.026,0.66,MW,Z
0.250,6.35,5959,1.00,25.4,1.9,.33,.3,2,1.1,29,2.4,11,0.026,0.66,SST,N
0.250,6.35,408*,1.00,25.4,4.2,.73,.9,4,.38,10,2.4,11,0.032,0.81,PB,N
0.250,6.35,F-81,1.00,25.4,7.5,1.3,.9,4,.55,14,5.0,22,0.032,0.81,HD,GI
0.250,6.35,5970,1.00,25.4,22,3.8,2,11,.34,8.6,9.8,44,0.041,1.04,SST,N
0.250,6.35,S-528,1.00,25.4,50,8.8,4,20,.22,5.5,15,68,0.047,1.19,SST,N
0.250,6.35,N-32,1.00,25.4,59,10,5,24,.21,5.3,18,78,0.049,1.24,SST,N
0.250,6.35,ZZ3-38,1.03,26.2,.86,.15,.1,.6,2.1,53,2.0,8.7,0.021,0.53,MW,N
0.250,6.35,452,1.03,26.2,1.7,.30,.3,1,1.6,42,3.1,14,0.025,0.64,MW,Z
0.250,6.35,B6-6,1.03,26.2,18,3.2,2,10,.38,9.6,9.1,40,0.040,1.02,SST,N
0.250,6.35,5073***,1.05,26.6,8.4,1.5,.7,3,.57,14,5.4,24,0.030,0.76,MW,Z
0.250,6.35,5377***,1.06,27.0,9.7,1.7,.8,3,.54,14,6.0,27,0.031,0.79,MW,Z
0.250,6.35,M-70,1.06,27.0,9.5,1.7,1,5,.51,13,6.0,27,0.034,0.86,SPR,Z
0.250,6.35,O-35,1.09,27.8,1.5,.26,.3,1,1.9,47,3.1,14,0.025,0.64,MW,Z
0.250,6.35,B6-21,1.09,27.8,1.5,.26,.3,1,1.9,47,3.1,14,0.025,0.64,MW,N
0.250,6.35,O-18,1.09,27.8,1.5,.26,.3,1,1.9,47,3.1,14,0.025,0.64,MW,Z
0.250,6.35,5276**,1.09,27.8,4.3,.75,.6,3,1.0,26,4.9,22,0.029,0.74,MW,Z
0.250,6.35,5407,1.09,27.8,7.3,1.3,.9,4,.56,14,5.0,22,0.032,0.81,SPR,N
0.250,6.35,5909,1.13,28.6,1.8,.31,.4,2,1.8,45,3.5,16,0.026,0.66,MW,Z
0.250,6.35,H-16,1.13,28.6,3.4,.59,.6,3,1.3,33,4.9,22,0.029,0.74,MW,GI
0.250,6.35,5910,1.13,28.6,4.6,.80,.8,3,1.2,29,6.0,27,0.031,0.79,MW,Z
0.250,6.35,5399,1.13,28.6,4.7,.83,.5,2,.87,22,4.6,21,0.032,0.81,PB,N
0.250,6.35,5962,1.13,28.6,11,1.9,2,7,.52,13,7.0,31,0.037,0.94,SST,N
0.250,6.35,ZZ4-48,1.13,28.6,14,2.4,2,8,.44,11,7.7,34,0.038,0.97,SST,N
0.250,6.35,M-73,1.13,28.6,18,3.1,2,9,.38,9.8,8.8,39,0.039,0.99,SPR,N
0.250,6.35,ZZ1-40,1.16,29.4,1.7,.30,.3,1,1.6,41,3.1,14,0.025,0.64,MW,N
0.250,6.35,5625,1.16,29.4,23,4.0,3,11,.34,8.7,10,46,0.041,1.04,SPR,Z
0.250,6.35,S-630***,1.19,30.2,1.3,.23,.2,.9,1.2,29,1.7,7.7,0.023,0.58,SST,N
0.250,6.35,5391,1.19,30.2,1.5,.27,.3,1,1.8,46,3.1,14,0.025,0.64,MW,Z
0.250,6.35,5249,1.19,30.2,3.0,.53,.6,3,1.4,36,4.9,22,0.029,0.74,MW,Z
0.250,6.35,B1-26,1.22,31.0,5.3,.93,.9,4,1.1,28,6.7,30,0.032,0.81,MW,GI
0.250,6.35,5804,1.22,31.0,21,3.7,2,10,.35,8.9,9.6,43,0.040,1.02,SPR,Z
0.250,6.35,N-102,1.25,31.8,.81,.14,.2,.9,2.9,73,2.5,11,0.023,0.58,MW,N
0.250,6.35,5343,1.25,31.8,4.5,.79,.8,3,1.2,30,6.0,27,0.031,0.79,MW,BO
0.250,6.35,5963,1.25,31.8,9.3,1.6,2,7,.59,15,7.0,31,0.037,0.94,SST,N
0.250,6.35,B1-53,1.25,31.8,12,2.1,1.6,7.1,.5,12.7,7.6,33.8,0.038,0.97,SPR,GI
0.250,6.35,5410,1.28,32.5,3.8,.66,.7,3,1.3,32,5.4,24,0.030,0.76,MW,N
0.250,6.35,ZZ2-48,1.28,32.5,4.5,.79,.8,3,1.2,30,6.0,27,0.031,0.79,MW,BO
